28 7
-0.036777433 -0.013914433 -0.0673955 0.050813273 0.048482437 0.105868764 0.10202143 
0.0025709732 -0.14106782 0.03360623 -0.011545875 0.106897384 0.13937381 -0.06204053 
-0.023344375 -0.2649262 0.08601538 0.1928681 0.20918599 0.18175209 -0.13360825 
-0.18229717 -0.113739386 0.06052022 0.07847189 0.19705375 0.05365304 -0.24634965 
-0.09769682 0.036343627 0.07648095 0.33688977 0.2164876 0.014562653 -0.37451553 
-0.14943187 0.06913776 0.16886668 0.15251906 0.18714596 -0.18351535 -0.24660286 
-0.0037512062 0.29561055 0.05134372 0.109386384 0.10665433 -0.11976348 -0.20332915 
-0.04845149 -0.009030261 0.27657905 0.25843307 0.15010752 0.24626046 0.20798789 
-0.22841121 -0.20566367 0.18484093 -0.054226346 0.21117932 -0.005164047 -0.11778321 
-0.012463491 -0.056808755 -0.20500964 -0.14841655 -0.1346591 -0.0497125 -0.0029955509 
-0.12974912 -0.1849841 -0.1957702 -0.34199938 -0.25884086 -0.06173269 0.07648848 
-0.16411088 -0.0074345456 0.11940963 -0.14671934 -0.06978851 -0.12005892 -0.022159144 
-0.0441204 0.019484257 0.015158554 0.07874872 0.0049590482 -0.05033112 0.086652145 
0.10454234 0.026818898 0.10686026 0.09088845 0.15240085 0.15952581 -0.07256794 
-0.113186814 0.15592235 0.06386024 0.10443301 0.0015345217 -0.034982037 -0.090519 
0.01206922 -0.029165823 0.07948205 -0.07372227 0.016585054 -0.11259012 -0.056771033 
-0.060997967 0.034065086 0.12164462 0.20010644 -0.021631565 -0.01966509 0.029459767 
0.15582031 -0.1693006 -0.22580539 -0.04995209 0.06952342 -0.118587464 -0.037666738 
-0.070622176 -0.35272685 -0.33396482 -0.043519434 -0.036429815 -0.03735583 0.04736066 
-0.19089818 -0.089155905 -0.31195575 -0.11197581 -0.22080074 0.044932414 -0.1686067 
0.053202298 0.21227963 0.19797088 0.06151007 -0.076537035 -0.01331683 -0.09180066 
-0.027572572 0.19555339 0.11305806 -0.034937847 -0.1840217 -0.11928412 -0.08922543 
-0.043827124 0.057698708 0.2561414 0.054555602 -0.1758788 -0.24456841 0.09540161 
-0.1853496 0.26822641 0.17626408 0.1705935 -0.21400854 -0.21811895 -0.07891645 
-0.20905901 -0.03679583 0.21849597 0.15832506 -0.08986663 0.008513052 -0.043391515 
-0.2841176 0.091930345 0.26783988 0.096288726 -0.0060939165 0.05569841 -0.009999152 
-0.09333962 0.27638966 0.06977461 0.068881325 -0.10362773 0.19044837 -0.036275182 
0.0649512 0.18405777 0.037967134 0.0037227222 -0.08224586 -0.025107853 0.07539638 
