30 5
0.8193182 0.7466149 0.41317937 0.6369896 1.1687328 
0.045475062 0.64470106 0.6757966 0.764128 0.46705773 
-1.7558447 0.18828921 0.94706 0.4105228 -1.910808 
-4.182506 -3.787387 -5.160426 -4.457127 -4.427357 
-0.934127 0.28259566 -0.06612552 0.7661082 -0.4865682 
-1.2669559 -1.5473348 -1.1898307 -0.78994656 -1.2548213 
-0.7647049 -1.4484438 -1.0887779 -1.0834465 -2.1849017 
0.56309825 0.080101624 0.4322877 -0.09953819 -1.1269454 
3.2492328 2.1337235 1.8120229 1.7206235 1.6076556 
1.8436998 1.1232977 1.2936964 1.4561929 2.6540582 
-1.1732491 -0.4261551 0.8629358 3.561726 2.9858234 
-1.5003808 -0.7715462 4.3576875 3.0637023 -0.25249746 
-1.5593191 2.8375382 6.068245 -0.18321703 -1.467336 
0.3843474 5.5518227 1.0523515 -0.7662409 -1.4554185 
4.1220427 3.0433865 0.28520826 -0.830689 -2.0359225 
-1.2193143 -1.5102106 -1.9699395 -2.184842 -2.539454 
-1.7847542 -1.2262393 -0.40740445 -0.20502308 -0.823611 
-0.63829666 0.89749277 1.372719 1.4888787 0.9239533 
1.1898386 1.5471265 1.3676503 1.5069205 1.6386029 
1.231259 0.6100363 0.03504292 0.56053483 1.1964121 
2.4292579 3.1153238 2.5394042 -0.33821067 -2.3338137 
0.6876561 1.5808715 6.496944 1.8324995 -2.5321174 
-1.1165159 -0.33853152 4.4878216 4.9555197 -0.38849542 
-1.86605 -1.1473721 0.98859155 2.9394212 1.7383213 
-1.9002876 -1.12257 0.053905655 1.5083916 1.2784649 
-1.3220092 -1.3206204 -0.2216189 2.22956 3.459165 
-0.51741576 -0.6968579 -0.2821798 2.041245 2.0501833 
0.016788075 -0.36001328 -0.75018084 3.5279937 0.87761056 
-0.5131324 -0.47528905 0.08708577 3.9232101 -0.17060974 
-1.1271888 -0.4451236 2.0003517 3.5628111 0.42676052 
